vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@0%	F2@0%	F1@10%	F2@10%	F1@20%	F2@20%	F1@30%	F2@30%	F1@40%	F2@40%	F1@50%	F2@50%	F1@60%	F2@60%	F1@70%	F2@70%	F1@80%	F2@80%	F1@90%	F2@90%	F1@100%	F2@100%	nFormants
IY	1	MEAN	469	2443	46.717	46.7	46.75	0.05	11	4	4	2	2	0	N		473	2408	473	2408	473	2408	473	2408	471	2427	462	2513	459	2650	459	2694	459	2694	459	2694	459	2694	4
UH	1	COULD	502	1191	47.007	46.99	47.04	0.05	7	1	4	2	6	0	N		512	1410	512	1410	512	1410	512	1410	507	1303	499	747	501	743	499	915	499	915	499	915	499	915	6
EH	1	GET	673	1840	47.167	47.15	47.2	0.05	2	1	4	1	6	0	N		655	1859	655	1859	655	1859	655	1859	665	1850	688	1805	687	1779	687	1787	687	1787	687	1787	687	1787	5
AH	0	SOMERSET	673	1602	47.93	47.91	47.97	0.06	*	3	4	1	2	1	N		671	1560	671	1560	671	1560	671	1560	674	1598	648	1634	595	1663	590	1673	590	1673	590	1673	590	1673	5
EH	2	SOMERSET	767	1543	48.117	48.07	48.21	0.14	2	1	4	1	3	0	N		666	1514	666	1514	670	1516	728	1544	779	1543	805	1535	794	1522	787	1531	774	1523	774	1524	774	1524	5
AE	1	YEAH	745	1816	50.573	50.53	50.66	0.13	3	0	0	0	9	0	N		692	1900	692	1900	692	1900	739	1836	745	1809	785	1846	804	1890	821	1854	829	1836	829	1836	829	1836	4
AE	1	YEAH	700	1867	80.217	80.19	80.27	0.08	3	0	0	0	9	0	N		569	1471	569	1471	569	1471	596	1574	700	1867	682	1723	747	1800	761	1784	759	1774	759	1774	759	1774	6
AE	1	CLASS	856	1723	81.967	81.85	82.2	0.35	3	3	4	1	8	0	N		730	1274	707	1321	671	1521	872	1808	832	1509	761	1160	855	1172	606	1148	1022	1138	945	2105	997	2209	5
UW	1	YOU	379	2245	105.93	105.91	105.97	0.06	72	0	0	0	9	0	N		379	2228	379	2228	379	2228	379	2228	379	2245	373	2236	376	2188	396	2153	396	2153	396	2153	396	2153	5
AH	1	WONDERING	669	1141	110.673	110.65	110.72	0.07	6	4	4	2	9	5	N		643	1087	643	1087	643	1087	643	1087	669	1141	666	1207	625	1228	611	1264	611	1264	611	1264	611	1264	6
OW	1	SO	579	1862	111.798	111.79	111.86	0.07	63	0	0	0	3	0	N		579	1862	579	1862	579	1862	579	1862	555	1843	527	1741	506	1647	509	1606	509	1606	509	1606	509	1606	5
IH	0	IT'S	586	1966	111.9	111.86	111.98	0.12	1	1	4	1	0	3	N		577	1877	577	1877	577	1877	581	1915	587	1973	606	2019	598	1950	583	1954	556	1949	556	1949	556	1949	4
AH	0	OFFICIAL	631	1562	112.2	112.18	112.24	0.06	*	3	2	1	0	2	N		669	1569	669	1569	669	1569	669	1569	645	1564	680	1605	627	1661	614	1663	614	1663	614	1663	614	1663	5
IH	1	OFFICIAL	556	1886	112.35	112.33	112.39	0.06	1	3	5	1	1	1	N		560	1882	560	1882	560	1882	560	1882	558	1886	539	1931	530	2011	519	2021	519	2021	519	2021	519	2021	5
AH	0	OFFICIAL	568	1423	112.523	112.5	112.57	0.07	*	5	4	2	5	0	N		565	1644	565	1644	565	1644	565	1644	568	1423	574	1248	583	1140	579	1073	579	1073	579	1073	579	1073	5
AW	1	NOW	718	1815	112.755	112.74	112.91	0.17	42	0	0	0	4	0	N		710	1825	710	1825	725	1778	713	1529	698	984	672	1206	703	1954	657	1974	545	1890	461	1844	461	1844	5
OW	2	OKAY	607	1775	113.867	113.86	113.91	0.05	62	1	6	1	0	1	N		607	1775	607	1775	607	1775	607	1775	600	1776	559	1792	499	1766	478	1760	478	1760	478	1760	478	1760	6
EY	1	OKAY	749	1932	114.109	114.02	114.27	0.25	22	0	0	0	6	0	N		567	2096	567	2096	635	1947	646	1981	738	1897	576	1990	476	1956	426	2014	436	1825	424	1768	424	1768	5
OW	1	SO	553	1202	114.728	114.72	114.79	0.07	63	0	0	0	3	0	N		553	1202	553	1202	553	1202	553	1202	550	1382	521	1338	490	1185	472	1076	472	1076	472	1076	472	1076	6
AH	1	WHAT	542	1167	114.847	114.83	114.88	0.05	6	1	4	1	9	0	N		548	1138	548	1138	548	1138	548	1138	545	1153	534	1217	524	1284	520	1311	520	1311	520	1311	520	1311	5
EH	1	TELL	527	1535	115.437	115.42	115.47	0.05	2	5	4	2	3	0	N		488	1585	488	1585	488	1585	488	1585	507	1560	607	1435	664	1345	667	1332	667	1332	667	1332	667	1332	5
UW	1	YOU	603	1988	115.63	115.61	115.67	0.06	72	0	0	0	9	0	N		588	2103	588	2103	588	2103	588	2103	603	2000	577	1944	525	2000	499	2043	499	2043	499	2043	499	2043	4
EY	1	OKAY	746	1882	120.86	120.81	121.08	0.27	22	0	0	0	6	0	N		643	1874	643	1874	734	1828	732	1877	681	1826	636	1888	556	1876	475	1895	419	1838	459	1995	459	1995	4
AH	1	UM	876	1678	122.31	122.22	122.49	0.27	6	4	1	2	0	0	N		829	1721	829	1721	917	1721	874	1682	873	1657	863	1520	831	1379	746	1410	714	1452	702	1346	702	1346	5
EH	1	WELL	805	1280	123.68	123.63	123.78	0.15	2	5	4	2	9	0	N		639	1063	639	1063	653	1079	753	1157	816	1329	844	1398	859	1359	858	1279	853	1256	849	1251	849	1251	5
AY	1	I	839	1233	123.967	123.95	124.06	0.11	41	0	0	0	0	0	N	s	750	1118	750	1118	750	1118	820	1187	836	1268	821	1326	779	1030	655	1059	583	1030	583	1030	583	1030	6
UW	1	GREW	482	1484	124.187	124.18	124.23	0.05	73	0	0	0	8	0	N		482	1484	482	1484	482	1484	482	1484	481	1402	481	1032	483	770	490	782	490	782	490	782	490	782	6
AH	1	UP	659	1174	124.267	124.23	124.34	0.11	6	1	1	1	0	0	N		536	1250	536	1250	536	1250	597	1215	665	1169	705	1132	718	1083	706	1085	683	1107	683	1107	683	1107	5
IH	1	IN	661	2101	124.463	124.43	124.53	0.1	1	4	4	2	0	0	N		769	1655	769	1655	769	1655	762	1853	638	2109	579	2132	573	2216	593	2077	586	2061	586	2061	586	2061	5
IH	1	WIMBLEDON	503	1473	124.687	124.67	124.72	0.05	1	4	1	2	9	5	N		495	1438	495	1438	495	1438	495	1438	499	1456	520	1525	533	1520	531	1500	531	1500	531	1500	531	1500	5
AH	0	WIMBLEDON	502	1640	125.087	125.07	125.12	0.05	*	4	4	2	3	0	N		490	1637	490	1637	490	1637	490	1637	496	1639	513	1640	539	1683	547	1681	547	1681	547	1681	547	1681	5
EH	1	WEST	741	1730	126.417	126.37	126.51	0.14	2	3	4	1	9	3	N		620	1261	620	1261	625	1277	708	1590	745	1745	708	1801	473	1780	520	1827	597	1910	595	1900	595	1900	5
AH	1	LONDON	655	1187	126.697	126.67	126.75	0.08	6	4	4	2	7	4	N		655	1184	655	1184	655	1184	654	1183	655	1187	688	1205	758	1229	745	1188	723	1176	723	1176	723	1176	5
AH	0	LONDON	534	1692	126.967	126.95	127	0.05	*	4	4	2	3	0	N		523	1709	523	1709	523	1709	523	1709	528	1698	563	1674	595	1668	606	1668	606	1668	606	1668	606	1668	5
AH	1	UM	860	1643	127.863	127.75	128.09	0.34	6	4	1	2	0	0	N		859	1642	859	1641	852	1569	864	1614	844	1668	824	1663	821	1647	811	1657	783	1638	722	1489	722	1491	5
AY	1	I'M	1134	1622	128.755	128.68	128.83	0.15	41	4	1	2	0	0	N		924	1413	924	1413	901	1359	1085	1507	1016	1609	1034	1634	1083	1719	884	1469	768	910	682	894	682	894	6
AA	1	NOT	953	1467	128.957	128.93	129.01	0.08	5	1	4	1	4	0	N		799	1298	799	1298	799	1298	819	1266	953	1467	1006	2578	963	2493	922	1742	930	1761	930	1761	930	1761	3
AH	0	GONNA	561	1091	129.2	129.18	129.24	0.06	*	0	0	0	4	0	N		559	1334	559	1334	559	1334	559	1334	561	1119	547	1209	560	1430	583	1599	583	1599	583	1599	583	1599	5
EY	1	SAY	724	1930	129.354	129.34	129.45	0.11	22	0	0	0	3	0	N		722	1914	722	1914	722	1914	704	2005	659	2024	626	1985	571	1868	549	1924	511	1726	511	1726	511	1726	5
AH	0	THE	543	1800	129.53	129.51	129.57	0.06	*	0	0	0	3	0	N		542	1765	542	1765	542	1765	542	1765	543	1796	537	1836	499	1827	481	1833	481	1833	481	1833	481	1833	5
AA	1	DODGY	581	1126	129.683	129.65	129.75	0.1	5	2	5	2	3	1	N		563	1318	563	1318	563	1318	567	1230	583	1116	581	1097	564	1140	546	1276	533	1350	533	1350	533	1350	5
IY	0	DODGY	491	2393	129.943	129.91	130.01	0.1	12	0	0	0	5	0	N		476	2675	476	2675	476	2675	487	2555	492	2388	505	2346	562	2268	645	2271	659	2241	659	2241	659	2241	4
EH	1	END	726	1956	130.04	130.01	130.1	0.09	2	4	4	2	0	3	N		678	2031	678	2031	678	2031	688	2015	728	1951	749	1897	748	1825	798	1789	808	1772	808	1772	808	1772	5
AH	1	UM	558	1833	132.453	132.43	132.5	0.07	6	4	1	2	0	0	N		567	1832	567	1832	567	1832	567	1832	558	1833	599	1808	660	1783	715	1787	715	1787	715	1787	715	1787	5
AH	1	BUT	835	1754	132.73	132.65	132.89	0.24	6	1	4	1	1	0	N		936	1636	936	1636	897	1644	847	1708	817	1747	748	1672	702	1661	696	1690	665	1617	602	1411	602	1411	5
AH	1	THE	385	1366	133.653	133.49	133.98	0.49	6	0	0	0	3	0	N		735	1683	744	1785	640	1746	438	1775	459	1385	731	1014	720	1070	741	1722	610	1770	556	1758	588	1838	4
UW	1	SUPER	470	2062	134.107	134.1	134.23	0.13	73	1	1	1	3	1	N		470	2062	470	2062	470	2062	418	2111	432	1731	423	852	425	1651	371	1658	423	2059	423	2059	423	2059	6
AH	0	SUPER	507	1324	134.32	134.3	134.36	0.06	*	0	0	0	1	0	N		517	1313	517	1313	517	1313	517	1313	509	1322	451	1339	374	1359	374	1366	374	1366	374	1366	374	1366	5
AA	1	POSH	651	1007	134.5	134.48	134.54	0.06	5	3	5	1	1	0	N		623	953	623	953	623	953	623	953	647	1001	689	1058	706	1099	712	1109	712	1109	712	1109	712	1109	5
EH	1	END	824	1935	134.75	134.71	134.83	0.12	2	4	4	2	0	3	N		731	1831	731	1831	731	1831	801	1905	825	1937	826	1929	820	1910	805	1899	756	1822	756	1822	756	1822	5
AH	1	UM	835	1633	135.237	135.16	135.39	0.23	6	4	1	2	0	0	N		770	1752	770	1752	791	1624	827	1631	817	1614	822	1592	821	1600	862	1648	771	1602	714	1563	714	1563	5
OW	1	SO	705	1600	135.983	135.96	136.05	0.09	63	0	0	0	3	0	N		676	1668	676	1668	676	1668	689	1651	716	1520	735	1362	753	1231	753	1117	751	1087	751	1087	751	1087	5
AY	1	I	855	1387	136.13	136.05	136.21	0.16	41	0	0	0	0	0	N		751	1090	751	1090	746	1047	760	1040	809	1194	837	1358	859	1413	868	1695	879	1756	889	1779	889	1779	5
AE	1	HAD	808	1836	136.257	136.24	136.29	0.05	3	1	4	2	0	0	N		836	1851	836	1851	836	1851	836	1851	823	1842	748	1825	674	1834	657	1846	657	1846	657	1846	657	1846	5
UW	1	YOU	515	2222	136.527	136.51	136.56	0.05	72	0	0	0	9	0	N		506	2249	506	2249	506	2249	506	2249	511	2236	521	2157	507	2091	494	2013	494	2013	494	2013	494	2013	6
OW	1	KNOW	698	1949	136.635	136.62	136.82	0.2	63	0	0	0	4	0	N		689	1945	689	1945	716	1951	671	1928	607	1967	549	2038	500	2045	490	2063	495	2058	404	1891	404	1891	5
AY	1	NICE	903	1457	138.504	138.44	138.58	0.14	47	3	4	1	4	0	N		751	1520	751	1520	793	1501	848	1321	841	1283	897	1392	842	1681	674	1934	564	2039	536	2032	536	2032	4
AH	0	SUBURBAN	553	1579	138.763	138.74	138.81	0.07	*	1	1	2	3	2	N		518	1617	518	1617	518	1617	518	1617	553	1579	550	1564	494	1555	444	1565	444	1565	444	1565	444	1565	5
AH	1	SUBURBAN	747	1369	138.967	138.89	139.12	0.23	6	1	1	2	1	1	N		799	2111	799	2111	761	1866	740	1398	750	1364	753	1387	750	1469	754	1542	669	1377	608	1332	608	1332	4
AH	0	SUBURBAN	524	1521	139.277	139.21	139.41	0.2	*	4	4	2	1	0	N		527	1377	527	1377	532	1422	532	1472	491	1566	427	1526	494	1483	611	1536	856	1604	937	1595	937	1595	5
AW	1	HOUSE	960	1508	139.592	139.56	139.83	0.27	42	3	4	1	0	0	N		882	1507	882	1507	943	1533	986	1471	921	1299	847	1203	712	1149	651	993	588	907	519	1134	519	1134	4
AO	1	SORT	504	964	140.107	140.07	140.18	0.11	64	6	4	2	3	3	N		533	1138	533	1138	533	1138	519	1041	504	960	499	970	514	899	513	950	508	1027	508	1027	508	1027	5
AH	0	OF	738	1871	140.6	140.58	140.64	0.06	*	3	2	2	0	0	N		885	2138	885	2138	885	2138	885	2138	748	1899	607	1663	517	1533	499	1516	499	1516	499	1516	499	1516	5
EH	1	SEMI	674	1707	140.827	140.81	140.86	0.05	2	4	1	2	3	1	N		658	1701	658	1701	658	1701	658	1701	666	1703	717	1734	768	1773	775	1783	775	1783	775	1783	775	1783	5
IY	0	SEMI	526	2340	140.973	140.95	141.02	0.07	12	0	0	0	2	0	N		543	2314	543	2314	543	2314	543	2314	526	2340	506	2359	486	2403	482	2436	482	2436	482	2436	482	2436	4
IH	0	DETACHED	521	2588	141.117	141.1	141.15	0.05	1	1	4	1	3	1	N		524	2577	524	2577	524	2577	524	2577	522	2583	519	2588	660	2697	877	2870	877	2870	877	2870	877	2870	3
AE	1	DETACHED	902	1390	141.283	141.24	141.37	0.13	3	2	5	1	3	3	N		730	1763	730	1763	730	1763	884	1518	918	1407	956	1453	932	1479	898	1491	870	1506	870	1506	870	1506	5
IH	0	JUST	568	1735	141.607	141.59	141.64	0.05	1	3	4	1	5	3	N		568	1742	568	1742	568	1742	568	1742	568	1739	562	1724	547	1745	545	1737	545	1737	545	1737	545	1737	6
AH	1	THE	778	1661	142.167	142.14	142.22	0.08	6	0	0	0	3	0	N		737	1562	737	1562	737	1562	743	1571	778	1660	798	1726	768	1679	736	1684	736	1691	736	1691	736	1691	5
EH	1	END	797	2059	142.273	142.22	142.38	0.16	2	4	4	2	0	3	N		747	1747	747	1747	771	1774	892	2026	786	2079	749	2152	687	2101	612	1957	532	1814	524	1802	524	1802	4
AH	0	THE	515	1658	142.78	142.76	142.82	0.06	*	0	0	0	3	0	N		549	1678	549	1678	549	1678	549	1678	516	1658	506	1661	467	1666	460	1677	460	1677	460	1677	460	1677	5
EH	1	TERRACED	780	1745	142.953	142.93	143	0.07	2	6	4	2	3	1	N		799	1765	799	1765	799	1765	799	1765	780	1745	757	1743	734	1721	712	1688	712	1688	712	1688	712	1688	5
AH	0	TERRACED	596	1880	143.07	143.05	143.11	0.06	*	3	4	1	7	3	N		597	1789	597	1789	597	1789	597	1789	597	1872	569	1933	494	1877	442	1827	442	1827	442	1827	442	1827	5
OW	1	ROW	614	1764	143.443	143.36	143.55	0.19	63	0	0	0	7	0	N		726	1462	726	1462	720	1546	679	1655	634	1800	586	1691	525	1597	517	1628	531	1701	534	1867	534	1867	5
AA	1	NOT	677	1099	143.657	143.63	143.71	0.08	5	1	4	1	4	0	N		648	1211	648	1211	648	1211	652	1189	677	1099	691	1077	686	1040	676	1031	674	1029	674	1029	674	1029	5
AH	0	BECAUSE	403	1778	143.987	143.97	144.02	0.05	*	3	4	2	6	0	N		405	1796	405	1796	405	1796	405	1796	386	1789	416	1732	401	1697	394	1698	394	1698	394	1698	394	1698	5
AH	1	UH	686	1522	144.46	144.41	144.56	0.15	6	0	0	0	0	0	N		567	1397	567	1397	575	1401	659	1480	691	1527	719	1525	725	1539	734	1517	742	1536	741	1537	741	1537	5
IH	0	BECAUSE	504	1827	145.937	145.92	145.97	0.05	1	1	6	1	1	1	N		481	1800	481	1800	481	1800	481	1800	493	1816	520	1841	506	1846	499	1855	499	1855	499	1855	499	1855	6
AH	0	BECAUSE	536	1752	146.04	146.02	146.08	0.06	*	3	4	2	6	0	N		550	1801	550	1801	550	1801	550	1801	535	1759	537	1732	524	1729	516	1727	516	1727	516	1727	516	1727	5
IH	0	IT'S	513	1803	146.17	146.15	146.21	0.06	1	1	4	1	0	3	N		511	1825	511	1825	511	1825	511	1825	513	1808	510	1755	511	1754	503	1747	503	1747	503	1747	503	1747	4
AE	1	ACTUAL	780	1533	146.393	146.36	146.46	0.1	3	1	6	1	0	4	N		750	1479	750	1479	750	1479	779	1514	777	1531	762	1543	734	1617	676	1652	644	1655	644	1655	644	1655	5
AW	1	HOUSE	954	1632	147.418	147.41	147.58	0.17	42	3	4	1	0	0	N		954	1632	954	1632	958	1624	942	1576	914	1468	860	1169	799	1063	755	907	815	2376	824	2890	824	2890	4
AH	1	UM	857	1697	149.767	149.63	150.04	0.41	6	4	1	2	0	0	N		816	1920	805	1856	924	1747	867	1625	818	1680	760	1674	700	1696	659	1683	673	1693	679	1592	683	1560	5
AE	1	YEAH	755	1810	151.373	151.33	151.46	0.13	3	0	0	0	9	0	N		703	1808	703	1808	703	1808	741	1846	762	1799	804	1768	810	1716	695	1568	492	1707	492	1707	492	1707	4
OW	1	SO	635	1315	151.603	151.59	151.64	0.05	63	0	0	0	3	0	N		635	1315	635	1315	635	1315	635	1315	636	1306	637	1270	642	1215	647	1196	647	1196	647	1196	647	1196	5
AY	1	I	730	1339	151.684	151.64	151.78	0.14	41	0	0	0	0	0	N		646	1196	646	1196	657	1168	697	1147	726	1240	715	1550	642	1714	544	1688	498	1721	496	1705	496	1705	5
IH	1	LIVED	518	1873	151.883	151.86	151.93	0.07	1	3	2	2	7	3	N		510	1841	510	1841	510	1841	510	1841	518	1873	522	1862	521	1798	517	1722	517	1722	517	1722	517	1722	5
EH	1	THERE	805	1613	152.33	152.27	152.45	0.18	2	6	4	2	3	0	N		682	1624	682	1624	707	1656	762	1635	815	1620	809	1614	797	1617	796	1639	800	1702	784	1691	784	1691	4
IH	1	WITH	523	2201	152.643	152.6	152.73	0.13	1	3	3	1	9	0	N		518	1724	518	1724	518	1724	520	1991	523	2236	525	2328	526	2256	529	2231	504	2277	504	2277	504	2277	3
AY	1	MY	796	1608	152.98	152.93	153.03	0.1	41	0	0	0	2	0	N		451	1010	451	1010	451	1010	691	1060	768	1230	784	1448	797	1669	750	1895	676	2111	676	2111	676	2111	5
AE	1	DAD	1008	1519	153.273	153.18	153.46	0.28	3	1	4	2	3	0	N		751	1707	751	1707	950	1636	981	1523	1027	1534	979	1586	971	1624	965	1615	874	1372	774	1667	774	1667	5
AY	1	MY	844	1368	153.737	153.7	153.79	0.09	41	0	0	0	2	0	N		467	1134	467	1134	467	1134	647	1175	802	1254	843	1343	827	1456	782	1607	756	1645	756	1645	756	1645	5
AH	1	MUM	648	1074	153.947	153.9	154.04	0.14	6	4	1	2	2	0	N		598	1124	598	1124	601	1130	656	1134	650	1057	702	1051	704	1014	725	1003	697	1058	694	1061	694	1061	6
