vowel	stress	word	norm_F1	norm_F2	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@0%	F2@0%	F1@10%	F2@10%	F1@20%	F2@20%	F1@30%	F2@30%	F1@40%	F2@40%	F1@50%	F2@50%	F1@60%	F2@60%	F1@70%	F2@70%	F1@80%	F2@80%	F1@90%	F2@90%	F1@100%	F2@100%	nFormants
AH	0	A	495	1805	34.729	34.712	34.763	0.051	*	0	0	0	0	0			495	1829	495	1829	495	1829	495	1829	496	1814	486	1773	436	1790	425	1801	425	1801	425	1801	425	1801	5
EH	1	EVERYTHING	725	1674	35.562	35.542	35.602	0.06	2	3	2	2	0	2			686	1425	686	1425	686	1425	686	1425	724	1677	732	1648	688	1624	625	1592	625	1592	625	1592	625	1592	6
OW	1	OH	665	1388	39.548	39.518	39.678	0.16	63	0	0	0	0	0			845	1593	845	1593	790	1522	641	1376	622	1418	558	1353	528	1295	498	1262	690	1534	758	1593	758	1593	5
IH	2	INITIALLY	624	1870	39.93	39.907	39.977	0.07	1	4	4	2	0	2			642	1836	642	1836	642	1836	642	1836	624	1870	597	1895	578	1906	570	1921	570	1921	570	1921	570	1921	5
IH	1	INITIALLY	571	2071	40.081	40.058	40.127	0.069	1	3	5	1	4	2			554	2025	554	2025	554	2025	554	2025	571	2071	569	2151	548	2215	528	2251	528	2251	528	2251	528	2251	4
AH	0	INITIALLY	545	1844	40.287	40.267	40.327	0.06	*	5	4	2	5	1			550	1893	550	1893	550	1893	550	1893	547	1851	528	1775	511	1729	506	1707	506	1707	506	1707	506	1707	5
IY	0	INITIALLY	498	2254	40.39	40.357	40.457	0.1	12	0	0	0	7	0			503	2203	503	2203	503	2203	501	2238	498	2247	499	2033	503	1784	488	1701	487	1691	487	1691	487	1691	5
AY	1	HIGH	768	1761	42.126	42.027	42.227	0.2	41	0	0	0	0	0		s	760	1670	760	1670	764	1584	615	1273	363	1178	728	1608	660	1471	455	483	371	731	380	1056	380	1056	6
OW	1	NO	752	1510	53.812	53.798	53.877	0.079	63	0	0	0	4	0			747	1528	747	1528	747	1528	752	1510	771	1332	751	1288	721	1281	700	1272	698	1272	698	1272	698	1272	6
AY	1	NEITHER	890	1389	54.072	53.988	54.157	0.169	41	3	3	2	4	1		s	446	1375	446	1375	534	1475	777	1503	880	1368	881	1351	882	1478	760	1592	672	1332	643	967	643	967	6
UW	1	NEWCASTLE	417	1836	55.119	55.112	55.172	0.06	73	1	6	1	4	2			417	1836	417	1836	417	1836	417	1836	431	1928	447	2189	431	2428	549	2490	549	2490	549	2490	549	2490	5
AE	2	NEWCASTLE	789	1369	55.306	55.283	55.353	0.07	3	3	4	1	6	1			768	1508	768	1508	768	1508	768	1508	789	1369	778	1305	747	1288	739	1256	739	1256	739	1256	739	1256	5
AH	0	NEWCASTLE	513	1241	55.522	55.502	55.562	0.06	*	5	4	2	3	0			591	1277	591	1277	591	1277	591	1277	516	1247	536	1195	539	1167	531	1169	531	1169	531	1169	531	1169	5
AY	1	HIGH	1015	1222	56.033	56.013	56.173	0.16	41	0	0	0	0	0			1022	1476	1022	1476	829	1246	1014	1224	885	1330	750	1635	660	1976	580	2294	506	2286	599	2295	599	2295	5
UW	1	SCHOOL	496	1210	56.376	56.343	56.443	0.1	72	5	4	2	6	0			481	1319	481	1319	481	1319	497	1261	495	1204	487	1161	479	1142	460	1153	459	1142	459	1142	459	1142	5
AO	1	OR	513	1041	56.965	56.932	57.032	0.1	64	6	4	2	0	0			448	1209	448	1209	448	1209	465	1104	518	1036	540	1019	528	1001	552	1031	569	1080	569	1080	569	1080	6
AH	1	SOMETHING	635	1370	57.189	57.152	57.262	0.11	6	4	1	2	3	4			604	1371	604	1371	604	1371	643	1380	629	1368	640	1345	603	1273	559	1311	525	1438	525	1438	525	1438	5
UW	1	YOU	452	1906	69.029	69.002	69.083	0.081	72	0	0	0	9	0			462	1983	462	1983	462	1983	461	1967	452	1906	447	1826	449	1722	449	1646	449	1638	449	1638	449	1638	5
IH	1	LIVE	633	1948	69.172	69.112	69.292	0.18	1	3	2	2	7	0			628	1886	628	1886	615	1908	635	1951	631	1958	610	1985	573	1969	556	1891	526	1840	515	1772	515	1772	5
IY	0	WESTFIELD	443	2399	84.919	84.862	85.032	0.17	11	5	4	2	1	3			481	2356	481	2356	471	2341	454	2363	441	2417	448	2433	477	2420	544	2311	543	2124	557	1996	557	1996	4
AY	1	I	728	1306	87.328	87.297	87.388	0.091	41	0	0	0	0	0		m	601	1276	601	1276	601	1276	629	1236	700	1254	728	1303	722	1251	670	1148	610	1056	610	1056	610	1056	6
EH	1	SEVEN	784	1607	88.074	88.037	88.148	0.111	2	3	2	2	3	1			687	1577	687	1577	687	1577	736	1590	790	1610	808	1608	777	1511	813	1447	806	1302	806	1302	806	1302	6
AH	0	SEVEN	637	1486	88.234	88.217	88.267	0.05	*	4	4	2	1	0			690	1506	690	1506	690	1506	690	1506	662	1494	554	1499	509	1534	496	1550	496	1550	496	1550	496	1550	5
IY	0	ONLY	525	2267	88.815	88.778	88.888	0.11	12	0	0	0	7	0			574	1996	574	1996	574	1996	549	2137	520	2277	489	2342	503	2331	503	2257	518	2175	518	2175	518	2175	5
AA	1	NOT	646	1153	90.88	90.853	90.933	0.08	5	1	4	1	4	0			593	1224	593	1224	593	1224	605	1214	646	1153	644	1114	689	1099	668	1058	649	1048	649	1048	649	1048	5
AO	1	LONG	666	1137	91.106	91.063	91.193	0.13	53	4	6	2	7	0			594	1221	594	1221	594	1221	660	1174	667	1124	600	1077	710	1052	750	962	798	955	798	955	798	955	6
EY	1	THEY	627	1861	100.889	100.877	100.947	0.07	22	0	0	0	3	0			627	1861	627	1861	627	1861	627	1861	597	1862	540	1900	492	1926	470	1893	470	1893	470	1893	470	1893	6
AY	1	DECIDED	851	1451	101.316	101.227	101.427	0.2	41	1	4	2	3	1			559	1568	559	1568	698	1528	792	1455	791	1407	851	1444	795	1614	702	1869	648	2171	574	2038	574	2038	5
AH	0	DECIDED	463	1793	101.517	101.487	101.578	0.091	*	1	4	2	3	0			457	1815	457	1815	457	1815	456	1816	463	1790	467	1758	464	1729	499	1698	502	1695	502	1695	502	1695	5
AY	1	I	678	1618	102.637	102.623	102.693	0.07	41	0	0	0	0	0		m	558	1615	558	1615	558	1615	598	1615	673	1639	673	1557	654	1385	638	1273	627	1232	627	1232	627	1232	5
EH	1	VERY	754	1555	102.903	102.863	102.983	0.12	2	6	4	2	1	1			620	1431	620	1431	620	1431	713	1503	756	1557	756	1546	748	1550	725	1520	691	1501	691	1501	691	1501	5
IY	0	VERY	558	2476	103.102	103.032	103.243	0.211	12	0	0	0	7	0			608	2308	608	2308	588	2370	549	2499	545	2452	478	2404	470	2461	457	2422	460	2416	677	2499	677	2499	4
AW	1	BOUNCY	837	1378	104.469	104.443	104.633	0.19	42	4	4	2	1	4			694	1436	694	1436	812	1364	940	1471	925	1435	849	1371	794	1326	853	1672	711	1108	615	1085	615	1085	5
IY	0	BOUNCY	445	2468	104.906	104.863	104.992	0.129	12	0	0	0	3	0			458	2258	458	2258	458	2258	451	2385	444	2485	443	2503	459	2486	531	2395	572	2199	572	2199	572	2199	4
AE	1	AND	583	1935	105.009	104.992	105.042	0.05	3	4	4	2	0	3			582	1956	582	1956	582	1956	582	1956	583	1945	582	1895	572	1839	564	1823	564	1823	564	1823	564	1823	5
EY	1	EIGHT	741	1867	108.308	108.292	108.502	0.21	21	1	4	1	0	0			753	1804	753	1804	709	1946	698	2020	608	2174	587	2327	526	2396	462	2419	439	2355	461	2410	461	2410	5
IH	1	BIG	544	2122	109.809	109.792	109.843	0.051	1	1	6	2	1	0			545	2110	545	2110	545	2110	545	2110	545	2117	544	2137	548	2193	547	2210	547	2210	547	2210	547	2210	4
UW	1	SCHOOL	466	1401	110.164	110.108	110.277	0.169	72	5	4	2	6	0			457	1644	457	1644	459	1606	464	1461	466	1411	494	1425	581	1406	583	1439	583	1426	583	1407	583	1407	5
AE	1	AND	745	2024	110.431	110.407	110.478	0.071	3	4	4	2	0	3			794	1895	794	1895	794	1895	794	1895	748	2008	716	2156	713	2185	635	2138	635	2138	635	2138	635	2138	4
IY	1	COMPLETELY	470	2588	111.017	110.957	111.137	0.18	11	1	4	1	8	1			1292	3032	1292	3032	1577	3386	478	2540	468	2605	458	2683	420	2617	1457	3330	479	2647	476	2624	476	2624	3
IY	0	COMPLETELY	547	2312	111.268	111.228	111.347	0.119	12	0	0	0	8	0			573	2212	573	2212	573	2212	563	2259	541	2315	526	2237	525	2130	551	2051	588	1922	588	1922	588	1922	5
IY	0	THE	427	2457	111.407	111.377	111.467	0.09	12	0	0	0	3	0			397	2427	397	2427	397	2427	400	2437	430	2458	480	2499	521	2392	558	2149	577	2052	577	2052	577	2052	4
AA	1	OPPOSITE	695	1229	111.514	111.467	111.607	0.14	5	1	1	1	0	2			661	1512	661	1512	663	1497	691	1328	701	1207	758	1260	699	1338	778	1279	780	1358	782	1377	782	1377	6
IY	1	COMPLETELY	507	2060	113.544	113.507	113.617	0.11	11	1	4	1	8	1			556	1953	556	1953	556	1953	545	2039	499	2061	444	2157	424	2331	422	2296	445	2235	445	2235	445	2235	5
IY	0	COMPLETELY	358	2631	113.744	113.707	113.817	0.11	12	0	0	0	8	0			411	2499	411	2499	411	2499	376	2584	355	2623	344	2507	358	2412	401	2420	537	2498	537	2498	537	2498	4
EH	1	PATHETICALLY	836	1724	114.12	114.103	114.153	0.05	2	1	4	1	3	2			796	1698	796	1698	796	1698	796	1698	815	1711	920	1782	941	1795	918	1793	918	1793	918	1793	918	1793	5
IY	0	PATHETICALLY	448	2182	114.495	114.472	114.542	0.07	12	0	0	0	8	0			446	2083	446	2083	446	2083	446	2083	449	2182	433	2262	419	2318	422	2349	422	2349	422	2349	422	2349	5
AY	1	SHY	827	1392	114.81	114.702	115.042	0.34	41	0	0	0	5	0			1334	2499	1099	2308	680	1499	799	1395	812	1360	779	1359	837	1454	748	1617	556	1692	488	1636	480	1673	6
IH	1	DIDN'T	558	1906	116.078	116.058	116.117	0.059	1	1	4	2	3	1			552	1886	552	1886	552	1886	552	1886	558	1904	555	1912	540	1894	524	1868	524	1868	524	1868	524	1868	5
AH	0	DIDN'T	408	1518	116.337	116.297	116.418	0.121	*	4	4	2	3	0			421	1609	421	1609	421	1609	422	1604	409	1495	494	1427	565	1455	588	1574	575	1645	575	1645	575	1645	5
EY	1	THEY	848	1598	116.929	116.908	116.987	0.079	22	0	0	0	3	0			837	1609	837	1609	837	1609	841	1607	845	1586	824	1569	791	1599	767	1510	769	1458	769	1458	769	1458	6
AO	1	THOUGHT	632	1156	117.037	117.017	117.077	0.06	53	1	4	1	3	0			656	1191	656	1191	656	1191	656	1191	637	1154	599	1246	579	1294	611	1340	611	1340	611	1340	611	1340	6
AY	1	I	726	1504	117.163	117.127	117.257	0.13	41	0	0	0	0	0		m	651	1580	651	1580	635	1596	633	1566	722	1517	708	1419	686	1371	653	1322	557	1164	545	1154	545	1154	6
UW	1	TOO	454	2153	117.524	117.517	117.628	0.111	73	0	0	0	3	0			454	2153	454	2153	454	2153	468	2154	475	2116	489	2074	494	1951	485	1650	491	1687	491	1687	491	1687	5
IH	1	BIG	586	1924	117.774	117.738	117.847	0.109	1	1	6	2	1	0			541	1816	541	1816	541	1816	566	1886	585	1939	548	2047	516	2095	476	2132	460	2132	460	2132	460	2132	5
ER	0	FOR	475	1078	118.041	117.998	118.127	0.129	94	0	0	0	1	0			488	1124	488	1124	488	1124	472	1096	479	1078	480	1086	456	1138	513	1253	539	1362	539	1362	539	1362	6
AH	0	A	514	1515	118.15	118.127	118.197	0.07	*	0	0	0	0	0			550	1514	550	1514	550	1514	550	1514	514	1515	502	1528	498	1515	474	1490	474	1490	474	1490	474	1490	5
UW	1	SCHOOL	449	1200	118.754	118.688	118.887	0.199	72	5	4	2	6	0			471	1397	471	1397	471	1321	460	1261	443	1173	456	1081	463	861	493	1015	501	920	493	883	493	883	6
AY	1	I	663	1483	119.109	119.077	119.147	0.07	41	0	0	0	0	0		m	599	1547	599	1547	599	1547	581	1511	588	1476	651	1486	660	1486	661	1468	691	1495	691	1495	691	1495	6
AE	1	HAVE	623	1575	119.501	119.477	119.548	0.071	3	3	2	2	0	0			570	1538	570	1538	570	1538	570	1538	621	1570	634	1640	670	1664	666	1650	666	1650	666	1650	666	1650	5
IH	1	BEEN	509	2453	119.628	119.598	119.687	0.089	1	4	4	2	1	0			471	2169	471	2169	471	2169	472	2271	513	2461	537	2522	502	2520	501	2262	509	2155	509	2155	509	2155	5
EH	1	BETTER	740	1551	119.844	119.808	119.917	0.109	2	1	4	1	1	1			657	1466	657	1466	657	1466	706	1490	749	1572	774	1626	781	1675	778	1709	760	1690	760	1690	760	1690	5
ER	0	BETTER	594	1597	120.074	120.048	120.127	0.079	94	0	0	0	3	0			593	1612	593	1612	593	1612	592	1609	595	1597	586	1607	536	1622	486	1685	484	1706	484	1706	484	1706	5
AY	1	I	834	1467	133.217	133.137	133.298	0.161	41	0	0	0	0	0		m	690	1598	690	1598	649	1623	527	1527	662	1556	773	1535	882	1386	863	1322	764	1152	726	1096	726	1096	6
EH	1	VERY	783	1483	134.223	134.193	134.283	0.09	2	6	4	2	1	1			742	1431	742	1431	742	1431	761	1450	784	1485	784	1538	759	1600	657	1558	628	1540	628	1540	628	1540	5
IY	0	VERY	391	2370	134.353	134.333	134.393	0.06	12	0	0	0	7	0			434	2309	434	2309	434	2309	434	2309	395	2374	371	2345	352	2287	345	2231	345	2231	345	2231	345	2231	5
AO	1	NAUGHTY	395	839	134.653	134.563	134.832	0.269	53	1	4	1	4	1			425	1363	425	1363	432	1018	393	913	390	776	386	759	370	709	369	853	354	858	362	1055	362	1055	6
IY	0	NAUGHTY	384	2778	135.126	135.053	135.272	0.219	12	0	0	0	3	0			414	2613	414	2613	386	2678	357	2747	407	2783	433	2808	348	2792	461	1697	398	1493	519	1764	519	1764	5
AY	1	I	826	1688	136.673	136.658	136.718	0.06	41	0	0	0	0	0		m	744	1931	744	1931	744	1931	756	1894	803	1757	825	1684	810	1698	776	1686	772	1688	772	1688	772	1688	5
AY	1	I	883	1507	136.843	136.807	136.897	0.09	41	0	0	0	0	0		m	847	1648	847	1648	847	1648	881	1604	921	1532	900	1501	809	1574	727	1604	670	1576	670	1576	670	1576	5
AH	0	IF	580	1710	137.084	137.067	137.117	0.05	*	3	2	1	0	0			578	1714	578	1714	578	1714	578	1714	580	1713	573	1690	563	1690	560	1695	560	1695	560	1695	560	1695	5
AY	1	I	737	1363	137.212	137.167	137.257	0.09	41	0	0	0	0	0		s	667	1809	667	1809	667	1809	622	1804	581	1506	697	1288	751	1400	769	1581	727	1656	727	1656	727	1656	5
OY	1	ENJOYED	574	1128	137.557	137.507	137.658	0.151	61	1	4	2	5	0			591	1185	591	1185	588	1164	566	1121	575	1125	570	1216	561	1422	558	1719	542	1840	535	1834	535	1834	5
IH	1	IT	482	1859	137.73	137.707	137.777	0.07	1	1	4	1	0	0			477	1867	477	1867	477	1867	477	1867	482	1859	506	1866	505	1863	502	1851	502	1851	502	1851	502	1851	6
ER	1	WORK	575	1774	138.791	138.768	138.838	0.07	94	1	6	1	9	0			554	1719	554	1719	554	1719	554	1719	575	1774	574	1795	562	1769	555	1761	555	1761	555	1761	555	1761	5
EH	1	WELL	611	1617	142.205	142.178	142.258	0.08	2	5	4	2	9	0			674	1809	674	1809	674	1809	661	1770	611	1617	589	1683	577	1793	568	1900	564	1919	564	1919	564	1919	4
IH	1	DIDN'T	534	1846	143.517	143.497	143.557	0.06	1	1	4	2	3	1			528	1822	528	1822	528	1822	528	1822	534	1843	531	1854	518	1842	503	1827	503	1827	503	1827	503	1827	5
EY	1	TAKE	695	1828	143.814	143.777	143.997	0.22	21	1	6	1	3	0			647	1779	647	1779	690	1815	674	1932	603	2038	556	2198	472	2081	484	2055	537	2028	536	2079	536	2079	5
AE	1	ADVANTAGE	765	1262	144.256	144.232	144.303	0.071	3	4	4	2	1	4			681	1273	681	1273	681	1273	681	1273	759	1264	795	1251	804	1271	788	1273	788	1273	788	1273	788	1273	6
IH	0	ADVANTAGE	458	1911	144.519	144.502	144.553	0.051	1	2	5	2	3	0			461	1915	461	1915	461	1915	461	1915	460	1912	451	1907	463	1915	463	1918	463	1918	463	1918	463	1918	6
IH	1	IT	595	1863	144.845	144.822	144.892	0.07	1	1	4	1	0	0			560	1825	560	1825	560	1825	560	1825	595	1863	607	1883	610	1881	621	1871	621	1871	621	1871	621	1871	5
AY	1	I	766	1567	145.934	145.903	145.992	0.089	41	0	0	0	0	0		m	896	1461	896	1461	896	1461	982	1501	803	1479	766	1567	684	1234	668	1141	691	1125	691	1125	691	1125	6
OW	1	DON'T	688	1767	146.076	146.063	146.133	0.07	62	4	4	2	3	0			687	1768	687	1768	687	1768	687	1768	694	1765	693	1741	681	1684	662	1669	662	1669	662	1669	662	1669	6
EY	1	SAY	692	1758	146.323	146.303	146.353	0.05	22	0	0	0	3	0			683	1773	683	1773	683	1773	683	1773	687	1768	687	1749	681	1741	679	1741	679	1741	679	1741	679	1741	5
IH	1	DIDN'T	473	1897	146.476	146.453	146.522	0.069	1	4	4	2	3	3			474	1895	474	1895	474	1895	474	1895	473	1897	475	1923	480	1929	480	1928	480	1928	480	1928	480	1928	5
OY	1	ENJOY	618	1039	147.07	146.993	147.223	0.23	61	0	0	0	5	0			588	1231	588	1231	587	1203	602	1013	631	1124	642	1477	596	1757	537	1695	516	1543	520	1459	520	1459	6
AH	0	IT	580	1952	147.253	147.223	147.312	0.089	*	1	4	1	0	0			552	2014	552	2014	552	2014	560	1993	582	1948	601	1930	591	1918	593	1874	602	1878	602	1878	602	1878	5
OW	1	OH	672	1422	151.883	151.873	152.293	0.42	63	0	0	0	0	0			672	1422	674	1373	608	1299	533	1312	517	1213	512	1198	471	1121	410	1093	485	1379	534	1818	505	1832	5
AA	1	LOTS	681	1104	152.382	152.342	152.462	0.12	5	1	4	1	7	3			620	1119	620	1119	620	1119	658	1071	681	1117	662	1153	677	1179	650	1239	595	1223	595	1223	595	1223	5
AH	0	AND	360	1730	153.838	153.818	153.878	0.06	*	4	4	2	0	3			331	1713	331	1713	331	1713	331	1713	303	1694	984	2175	1517	2634	1728	2844	1728	2844	1728	2844	1728	2844	5
AE	1	KEPT	784	1702	154.234	154.167	154.368	0.201	3	1	1	1	6	3			748	1457	748	1457	775	1484	772	1622	786	1672	772	1570	763	1696	797	1669	806	1673	825	1675	825	1675	6
AA	1	LOT	653	1003	154.58	154.557	154.627	0.07	5	1	4	1	7	0			651	1078	651	1078	651	1078	651	1078	653	1003	649	983	629	964	671	995	671	995	671	995	671	995	6
EH	1	YES	797	1840	165.213	165.163	165.313	0.15	2	3	4	1	9	0			693	2085	693	2085	707	2078	780	1929	813	1838	839	1839	825	1852	842	1886	861	2084	854	2078	854	2078	4
AO	1	SPORT	490	865	166.039	166.002	166.112	0.11	64	6	4	2	1	3			466	1056	466	1056	466	1056	468	862	494	862	516	860	529	855	541	850	546	851	546	851	546	851	6
IH	1	DID	449	1877	166.399	166.382	166.432	0.05	1	1	4	2	3	0			449	1876	449	1876	449	1876	449	1876	449	1877	446	1862	442	1857	441	1852	441	1852	441	1852	441	1852	5
IH	0	MUSIC	627	1897	166.859	166.813	166.952	0.139	1	1	6	1	3	0			569	1780	569	1780	572	1781	629	1843	623	1933	607	2023	586	2001	576	2136	596	2198	600	2193	600	2193	4
AH	1	UM	647	1704	170.542	170.482	170.663	0.181	6	4	1	2	0	0			719	1675	719	1675	708	1699	660	1709	642	1701	604	1603	617	1655	634	1688	635	1696	644	1698	644	1698	5
EY	1	PLAYED	707	1859	170.981	170.968	171.067	0.099	21	1	4	2	8	0			707	1859	707	1859	707	1859	698	1898	649	1975	615	1986	631	1966	591	1972	576	1921	576	1921	576	1921	4
AE	1	PIANO	825	1697	171.34	171.297	171.427	0.13	3	4	4	2	0	1			668	2034	668	2034	668	2034	765	1874	839	1646	892	1501	893	1448	836	1475	768	1468	768	1468	768	1468	5
AH	0	PIANO	595	1901	171.59	171.517	171.737	0.22	*	0	0	0	4	0			642	1857	642	1857	620	1885	608	1898	587	1887	568	1842	529	1741	507	1655	430	1778	396	1802	396	1802	5
AO	1	SPORT	543	814	172.354	172.287	172.487	0.2	64	6	4	2	1	3			549	1005	549	1005	551	895	539	828	545	812	544	804	540	801	544	807	599	900	649	1053	649	1053	5
AY	1	I	694	1327	172.637	172.588	172.687	0.099	41	0	0	0	0	0		m	667	1611	667	1611	667	1611	624	1611	664	1514	676	1380	692	1297	636	1191	617	1186	617	1186	617	1186	5
AA	1	ON	613	1238	172.908	172.878	172.968	0.09	5	4	4	2	0	0			543	1322	543	1322	543	1322	565	1306	615	1233	631	1173	631	1143	621	1143	614	1144	614	1144	614	1144	6
AH	0	THE	598	1694	173.194	173.148	173.287	0.139	*	0	0	0	3	0			598	1637	598	1637	598	1640	598	1680	598	1696	595	1697	582	1707	520	1744	449	1774	450	1773	450	1773	5
EH	1	TENNIS	838	1676	173.564	173.537	173.618	0.081	2	4	4	2	3	1			812	1728	812	1728	812	1728	826	1716	838	1676	829	1695	835	1769	802	1803	799	1803	799	1803	799	1803	5
IH	2	TENNIS	648	1852	173.718	173.698	173.758	0.06	1	3	4	1	4	0			655	1838	655	1838	655	1838	655	1838	649	1850	635	1783	610	1467	601	1464	601	1464	601	1464	601	1464	6
AA	1	HOCKEY	664	1036	173.974	173.918	174.087	0.169	5	1	6	1	0	1			566	1224	566	1224	650	1155	684	1073	665	1031	653	1015	719	1030	730	1020	683	1024	672	1025	672	1025	6
IY	0	HOCKEY	437	2605	174.267	174.197	174.407	0.21	12	0	0	0	6	0			448	2022	448	2022	450	2244	446	2462	433	2598	432	2575	440	1735	436	2129	426	1610	426	2305	426	2305	6
IH	1	SWIMMING	511	1408	174.634	174.617	174.667	0.05	1	4	1	2	9	1			507	1376	507	1376	507	1376	507	1376	509	1392	514	1458	510	1469	507	1467	507	1467	507	1467	507	1467	5
AE	1	YEAH	677	1829	180.246	180.192	180.353	0.161	3	0	0	0	9	0			570	1900	570	1900	597	1873	718	1803	665	1858	602	1935	479	1393	508	1340	452	1715	449	1888	449	1888	5
